Gene_accession no.	Class	Phenotype	PMID	Mechanism of resistance	Notes	Required_gene
poxtA_1_MF095097	Oxazolidinone, Phenicol, Tetracycline	Chloramphenicol, Doxycycline, Florfenicol, Linezolid, Tetracycline	27073268	Target protection	If alone, curated, poxtA confers reduced susceptibility and not resistance to the antimicrobials listed. Also reduced susceptibility to tigecycline in E. coli	
catB3_2_U13880	Phenicol	Chloramphenicol	7793874	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB_1_M93113	Phenicol	Chloramphenicol	1489203	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB1_1_M58472	Phenicol	Chloramphenicol	2013403	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB2_1_AF047479	Phenicol	Chloramphenicol	1314803	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB3_1_AJ009818	Phenicol	Chloramphenicol	1662753	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB7_1_AF036933	Phenicol	Chloramphenicol	10361706	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB8_1_AF227506	Phenicol	Chloramphenicol	12760886	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB9_1_AF462019	Phenicol	Chloramphenicol	11952913	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catB10_1_AJ878850	Phenicol	Chloramphenicol	unpublished	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catA3_1_X07848	Phenicol	Chloramphenicol	3048245	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat_1_M11587	Phenicol	Chloramphenicol	3900035	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat_5_U35036	Phenicol	Chloramphenicol	unpublished	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat86_1_K00544	Phenicol	Chloramphenicol	6315534	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat_2_M35190	Phenicol	Chloramphenicol	2227449	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat_3_S48276	Phenicol	Chloramphenicol	1406372	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat(pC221)_1_X02529	Phenicol	Chloramphenicol	2993795	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat(pC233)_1_AY355285	Phenicol	Chloramphenicol	15150221	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat(pC194)_1_NC_002013	Phenicol	Chloramphenicol	6950931	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catS_1_X74948	Phenicol	Chloramphenicol	8109922	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catP_1_U15027	Phenicol	Chloramphenicol	2901770	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cmlA1_1_M64556	Phenicol	Chloramphenicol	1648560	Increased efflux	MFS transporter, curated	
cmlA1_2_AB212941	Phenicol	Chloramphenicol	16451182	Increased efflux	MFS transporter, curated	
cml_1_M22614	Phenicol	Chloramphenicol	3011609	Increased efflux	MFS transporter, curated	
cmlV_1_U09991	Phenicol	Chloramphenicol	7592948	Increased efflux	MFS transporter, curated	
floR_1_AF071555	Phenicol	Chloramphenicol, Florfenicol	10103189	Increased efflux	MFS transporter, curated	
floR_2_AF118107	Phenicol	Chloramphenicol, Florfenicol	10339826	Increased efflux	MFS transporter, curated	
fexA_1_AJ549214	Phenicol	Chloramphenicol, Florfenicol	14742219	Increased efflux	MFS transporter, curated	
fexA_2_AM408573	Phenicol	Chloramphenicol, Florfenicol	17145796	Increased efflux	MFS transporter, curated	
pexA_1_HM537013	Phenicol	Chloramphenicol, Florfenicol	20543056	Increased efflux	MFS transporter, curated	
catA1_1_V00622	Phenicol	Chloramphenicol	390403	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catA2_1_X53796	Phenicol	Chloramphenicol	2268278	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cat_4_AY238971	Phenicol	Chloramphenicol	19459958	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
catQ_1_M55620	Phenicol	Chloramphenicol	2039197	Enzymatic inactivation	Chloramphenicol acetyltransferase, curated	
cmrA_1_Z12001	Phenicol	Chloramphenicol	1406276	Increased efflux	MFS transporter, curated	
cmx_1_U85507	Phenicol	Chloramphenicol	unpublished	Increased efflux	MFS transporter, curated	
cfr(B)_1_KM359439					ongoing curation	
cfr(B)_2_KM359438					ongoing curation	
cfr(C)_1_KX686749	Lincosamide, Oxazolidinone, Phenicol, Pleuromutilin, Streptogramin A	Chloramphenicol, Clindamycin, Dalfopristin, Florfenicol, Lincomycin, Linezolid, Pristinamycin IIA, Tiamulin, Virginiamycin M	28186558	Target modification	23S rRNA methylase, curated	
cfr(C)_2_CANB01000378	Lincosamide, Oxazolidinone, Phenicol, Pleuromutilin, Streptogramin A	Chloramphenicol, Clindamycin, Dalfopristin, Florfenicol, Lincomycin, Linezolid, Pristinamycin IIA, Tiamulin, Virginiamycin M	24482682	Target modification	23S rRNA methylase, curated	
cmlB1_1_AM296481	Phenicol	Chloramphenicol	17224413	Increased efflux	MFS transporter, curated	
fexB_1_JN201336	Phenicol	Chloramphenicol, Florfenicol	22096043	Increased efflux	MFS transporter, curated	
EstDL136_1_JN242251	Phenicol	Chloramphenicol, Florfenicol	22752166	Enzymatic inactivation	Phenicol hydrolase, curated	
qnrA1_1_AY070235	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrA2_1_AY675584	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrA3_1_DQ058661	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrA4_1_DQ058662	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrA5_1_DQ058663	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrA6_1_DQ151889	Quinolone	Ciprofloxacin	16961639	Target protection	curated	
qnrA7_1_GQ463707	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrA8_1_KY554783	Quinolone		29091223	Target protection	Likely ciprofloxacin resistance, curated	
qnrB1_1_DQ351241	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrB2_1_DQ351242	Quinolone	Ciprofloxacin	16569827	Target protection	curated	
qnrB3_1_DQ303920	Quinolone	Ciprofloxacin	16870791	Target protection	curated	
qnrB4_1_DQ303921	Quinolone	Ciprofloxacin	16870791	Target protection	curated	
qnrB5_1_DQ303919	Quinolone	Ciprofloxacin	19029320	Target protection	curated	
qnrB6_1_EF520349	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB6_2_EF523819	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB7_1_EU043311	Quinolone	Ciprofloxacin	17561500	Target protection	curated	
qnrB8_1_EU043312	Quinolone	Ciprofloxacin	17561500	Target protection	curated	
qnrB9_1_EF526508	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB10_1_DQ631414	Quinolone	Ciprofloxacin	17938184	Target protection	curated	
qnrB10_2_HM439644	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB11_1_EF653270	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB12_2_AM774474	Quinolone	Ciprofloxacin	18086833	Target protection	curated	
qnrB13_1_EU273755	Quinolone	Ciprofloxacin	18725444	Target protection	curated	
qnrB14_1_EU273757	Quinolone	Ciprofloxacin	18725444	Target protection	curated	
qnrB15_1_EU302865	Quinolone	Ciprofloxacin	18725444	Target protection	curated	
qnrB16_1_EU136183	Quinolone	Ciprofloxacin	19392890	Target protection	curated	
qnrB17_1_JN173051	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB17_2_AM919398	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB18_1_AM919399	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB19_1_EU432277	Quinolone	Ciprofloxacin	18519717	Target protection	curated	
qnrB20_1_AB379831	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB21_1_FJ611948	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB22_1_FJ981621	Quinolone	Ciprofloxacin	20421404	Target protection	curated	
qnrB23_1_FJ981622	Quinolone	Ciprofloxacin	20421404	Target protection	curated	
qnrB24_1_HM192542	Quinolone	Ciprofloxacin	21816943	Target protection	curated	
qnrB25_1_HQ172108	Quinolone	Ciprofloxacin	22850691	Target protection	curated	
qnrB26_1_HQ386846	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB27_1_HM439641	Quinolone	Ciprofloxacin	21830908	Target protection	curated	
qnrB28_1_HM439643	Quinolone	Ciprofloxacin	21830908	Target protection	curated	
qnrB29_1_HM439649	Quinolone	Ciprofloxacin	21830908	Target protection	curated	
qnrB30_1_HM439650	Quinolone	Ciprofloxacin	21830908	Target protection	curated	
qnrB31_1_HQ418999	Quinolone	Ciprofloxacin	21816942	Target protection	curated	
qnrB32_1_JN173054	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB33_1_JN173055	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB34_1_JN173056	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB35_1_JN173057	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB36_1_JN173058	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB37_1_JN173059	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB38_1_JN173060	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB39_1_ABWL02000005	Quinolone	Ciprofloxacin	21844311	Target protection	curated	
qnrB40_1_JN166689	Quinolone	Ciprofloxacin	21830908	Target protection	curated	
qnrB41_1_JN166690	Quinolone	Ciprofloxacin	21830908	Target protection	curated	
qnrB42_1_JN680743	Quinolone	Ciprofloxacin	22850691	Target protection	curated	
qnrB43_1_JQ349151	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB44_1_JQ349153	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB45_1_JQ349152	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB46_1_JQ349154	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB47_1_JQ349155	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB48_1_JQ762640	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB49_1_JQ582718	Quinolone	Ciprofloxacin	22731858	Target protection	curated	
qnrB50_1_JX440357	Quinolone	Ciprofloxacin	25501887	Target protection	curated	
qnrB51_1_JX440358	Quinolone	Ciprofloxacin	25501887	Target protection	curated	
qnrB52_1_EF488762	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB53_1_HQ704413	Quinolone	Ciprofloxacin	21816942	Target protection	curated	
qnrB54_1_HE820727	Quinolone	Ciprofloxacin	25512409	Target protection	curated	
qnrB55_1_KF730650	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB56_1_JX259317	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB57_1_JX259318	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB58_1_JX259319	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB59_1_JX259320	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB60_1_AB734055	Quinolone	Ciprofloxacin	23529729	Target protection	curated	
qnrB61_1_AB734053	Quinolone	Ciprofloxacin	23529729	Target protection	curated	
qnrB62_1_JX987101	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB64_1_KC580653	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB65_1_KC580654	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB66_1_KC580655	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB67_1_KC580656	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB68_1_KC580657	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB69_1_KC580658	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB70_1_KC580659	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB71_1_KC580660	Quinolone	Ciprofloxacin	24247140	Target protection	curated	
qnrB72_1_KC741443	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB73_1_KF443075	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB74_1_KJ415247	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB75_1_KP207591	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB76_1_KM985469	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB77_1_KM985470	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB78_1_KM985471	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB80_1_KM985473	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB81_1_KX372671	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrB82_1_KX372672	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrVC1_1_EU436855	Quinolone	Ciprofloxacin	21183688	Target protection	curated	
qnrVC3_1_HM015626	Quinolone	Ciprofloxacin	21295446	Target protection	curated	
qnrVC4_1_GQ891757	Quinolone	Ciprofloxacin	20516288	Target protection	curated	
qnrVC5_1_JN408080	Quinolone	Ciprofloxacin	19427174	Target protection	curated	
qnrVC6_1_KC202804	Quinolone	Ciprofloxacin	24139885	Target protection	curated	
qnrVC7_1_KM555152	Quinolone	Ciprofloxacin	25769785	Target protection	curated	
qnrC_1_EU917444	Quinolone	Ciprofloxacin	19258263	Target protection	curated	
qnrD1_1_FJ228229	Quinolone	Ciprofloxacin	19029321	Target protection	curated	
qnrD2_1_KF055448	Quinolone	Ciprofloxacin	24733466	Target protection	curated	
qnrD3_1_KX130945	Quinolone	Ciprofloxacin	28276133	Target protection	curated	
qnrS1_1_AB187515	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrS2_1_DQ485530	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrS3_1_EU077611	Quinolone	Ciprofloxacin	18426894	Target protection	curated	
qnrS4_1_FJ418153	Quinolone	Ciprofloxacin	19056747	Target protection	curated	
qnrS5_1_HQ631377	Quinolone	Ciprofloxacin	22024339	Target protection	curated	
qnrS6_1_HQ631376	Quinolone	Ciprofloxacin	22024339	Target protection	curated	
qnrS7_1_KF730651	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrS8_1_KF730652	Quinolone	Ciprofloxacin	unpublished	Target protection	curated	
qnrS9_1_KF732714	Quinolone	Ciprofloxacin	24607424	Target protection	curated	
qepA_1_FJ167861	Quinolone	Ciprofloxacin	19201742	Increased efflux	curated	
qepA1_1_AB263754	Quinolone	Ciprofloxacin	17548499	Increased efflux	curated	
qepA2_1_EU847537	Quinolone	Ciprofloxacin	18644958	Increased efflux	curated	
qepA3_1_JQ064560	Quinolone	Ciprofloxacin	unpublished	Increased efflux	curated	
qepA4_1_KX580704	Quinolone	Ciprofloxacin	29075330	Increased efflux	curated	
oqxA_1_EU370913	Quinolone	Ciprofloxacin, Nalidixic acid	17526501	Increased efflux	Must be in an operon with oqxB, also nitrofurantoin resistance PMID 26552976, curated, phenotype differs based on genomic location of the operon PMID 25801572	
oqxB_1_EU370913	Quinolone	Ciprofloxacin, Nalidixic acid	17526501	Increased efflux	Must be in an operon with oqxA, also nitrofurantoin resistance PMID 26552976, curated, phenotype differs based on genomic location of the operon PMID 25801572	
qnrE1_1_KY073238	Quinolone	Ciprofloxacin	28193666	Target protection	curated	
crpP_1_HM560971	Quinolone	Ciprofloxacin	29581123	Enzymatic modification	curated	
ARR-2_1_HQ141279					ongoing curation	
ARR-3_1_JF806499					ongoing curation	
ARR-3_4_FM207631					ongoing curation	
ARR-4_1_EF660562					ongoing curation	
ARR-5_1_EF660563					ongoing curation	
ARR-6_1_FM955585					ongoing curation	
ARR-6_2_FM897214					ongoing curation	
ARR-6_3_JF922883					ongoing curation	
ARR-7_1_FN397623					ongoing curation	
sul1_2_U12338	Folate pathway antagonist	Sulfamethoxazole	unpublished		curated	
sul1_3_EU855787	Folate pathway antagonist	Sulfamethoxazole	19075060		curated	
sul1_5_EU780013	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_7_FJ715937	Folate pathway antagonist	Sulfamethoxazole	unpublished		curated	
sul1_8_JN581942	Folate pathway antagonist	Sulfamethoxazole	23558148		curated	
sul1_9_AY963803	Folate pathway antagonist	Sulfamethoxazole	15968049		curated	
sul1_10_DQ143913	Folate pathway antagonist	Sulfamethoxazole	16304191		curated	
sul1_11_DQ914960	Folate pathway antagonist	Sulfamethoxazole	17158944		curated	
sul1_14_AJ517791	Folate pathway antagonist	Sulfamethoxazole	12654659		curated	
sul1_15_EF667294	Folate pathway antagonist	Sulfamethoxazole	18993034		curated	
sul1_17_AM746675	Folate pathway antagonist	Sulfamethoxazole	17827139		curated	
sul1_18_AY260546	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_19_DQ125241	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_20_JF262165	Folate pathway antagonist	Sulfamethoxazole	21537009		curated	
sul1_21_AJ971344	Folate pathway antagonist	Sulfamethoxazole	16436717		curated	
sul1_22_AY115475	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_23_AJ621187	Folate pathway antagonist	Sulfamethoxazole	15743901		curated	
sul1_24_EU117158	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_25_AY878717	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_26_AY524415	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_27_GU562437	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
sul1_28_JN790946	Folate pathway antagonist	Sulfamethoxazole	unpublished		curated	
sul1_29_AJ746361	Folate pathway antagonist	Sulfamethoxazole	15728925		curated	
sul1_30_JF262178	Folate pathway antagonist	Sulfamethoxazole	unpublished		curated	
sul1_31_AM040449	Folate pathway antagonist	Sulfamethoxazole	17037256		curated	
sul1_32_EF592571	Folate pathway antagonist	Sulfamethoxazole	17698627		curated	
sul1_33_AJ564903	Folate pathway antagonist	Sulfamethoxazole	18753343		curated	
